date,users,average_user,in_game
2004-06-12,113945.0,20365090.0,3948383.0
2004-06-13,113945.0,20365090.0,3948383.0
2004-06-14,113945.0,20365090.0,3948383.0
2004-06-15,110816.0,20365090.0,3948383.0
2004-06-16,104492.0,20365090.0,3948383.0
2004-06-17,104492.0,20365090.0,3948383.0
2004-06-18,106227.0,20365090.0,3948383.0
2004-06-19,100362.0,20365090.0,3948383.0
2004-06-20,100362.0,20365090.0,3948383.0
2004-06-21,102469.0,20365090.0,3948383.0
2004-06-22,101886.0,20365090.0,3948383.0
2004-06-23,97278.0,20365090.0,3948383.0
2004-06-24,93481.0,20365090.0,3948383.0
2004-06-25,93481.0,20365090.0,3948383.0
2004-06-26,100948.0,20365090.0,3948383.0
2004-06-27,98043.0,20365090.0,3948383.0
2004-06-28,107328.0,20365090.0,3948383.0
2004-06-29,114501.0,20365090.0,3948383.0
2004-06-30,114501.0,20365090.0,3948383.0
2004-07-01,111009.0,20365090.0,3948383.0
2004-07-02,111009.0,20365090.0,3948383.0
2004-07-03,103234.0,20365090.0,3948383.0
2004-07-04,100373.0,20365090.0,3948383.0
2004-07-05,98571.0,20365090.0,3948383.0
2004-07-06,98571.0,20365090.0,3948383.0
2004-07-07,98571.0,20365090.0,3948383.0
2004-07-08,98571.0,20365090.0,3948383.0
2004-07-09,98571.0,20365090.0,3948383.0
2004-07-10,102334.0,20365090.0,3948383.0
2004-07-11,99544.0,20365090.0,3948383.0
2004-07-12,111825.0,20365090.0,3948383.0
2004-07-13,111825.0,20365090.0,3948383.0
2004-07-14,111825.0,20365090.0,3948383.0
2004-07-15,109730.0,20365090.0,3948383.0
2004-07-16,110860.0,20365090.0,3948383.0
2004-07-17,110860.0,20365090.0,3948383.0
2004-07-18,100788.0,20365090.0,3948383.0
2004-07-19,107715.0,20365090.0,3948383.0
2004-07-20,107715.0,20365090.0,3948383.0
2004-07-21,111019.0,20365090.0,3948383.0
2004-07-22,110106.0,20365090.0,3948383.0
2004-07-23,110106.0,20365090.0,3948383.0
2004-07-24,110106.0,20365090.0,3948383.0
2004-07-25,110106.0,20365090.0,3948383.0
2004-07-26,110106.0,20365090.0,3948383.0
2004-07-27,112058.0,20365090.0,3948383.0
2004-07-28,112058.0,20365090.0,3948383.0
2004-07-29,112058.0,20365090.0,3948383.0
2004-07-30,112058.0,20365090.0,3948383.0
2004-07-31,112058.0,20365090.0,3948383.0
2004-08-01,112058.0,20365090.0,3948383.0
2004-08-02,112058.0,20365090.0,3948383.0
2004-08-03,112058.0,20365090.0,3948383.0
2004-08-04,151742.0,20365090.0,3948383.0
2004-08-05,136309.0,20365090.0,3948383.0
2004-08-06,132876.0,20365090.0,3948383.0
2004-08-07,132876.0,20365090.0,3948383.0
2004-08-08,119866.0,20365090.0,3948383.0
2004-08-09,126626.0,20365090.0,3948383.0
2004-08-10,126626.0,20365090.0,3948383.0
2004-08-11,126881.0,20365090.0,3948383.0
2004-08-12,126881.0,20365090.0,3948383.0
2004-08-13,127609.0,20365090.0,3948383.0
2004-08-14,127609.0,20365090.0,3948383.0
2004-08-15,123106.0,20365090.0,3948383.0
2004-08-16,123106.0,20365090.0,3948383.0
2004-08-17,130434.0,20365090.0,3948383.0
2004-08-18,130052.0,20365090.0,3948383.0
2004-08-19,125734.0,20365090.0,3948383.0
2004-08-20,122995.0,20365090.0,3948383.0
2004-08-21,131915.0,20365090.0,3948383.0
2004-08-22,139247.0,20365090.0,3948383.0
2004-08-23,139247.0,20365090.0,3948383.0
2004-08-24,139317.0,20365090.0,3948383.0
2004-08-25,132885.0,20365090.0,3948383.0
2004-08-26,139798.0,20365090.0,3948383.0
2004-08-27,139798.0,20365090.0,3948383.0
2004-08-28,130991.0,20365090.0,3948383.0
2004-08-29,141782.0,20365090.0,3948383.0
2004-08-30,144600.0,20365090.0,3948383.0
2004-08-31,156737.0,20365090.0,3948383.0
2004-09-01,156737.0,20365090.0,3948383.0
2004-09-02,133121.0,20365090.0,3948383.0
2004-09-03,132806.0,20365090.0,3948383.0
2004-09-04,133301.0,20365090.0,3948383.0
2004-09-05,133301.0,20365090.0,3948383.0
2004-09-06,133301.0,20365090.0,3948383.0
2004-09-07,149865.0,20365090.0,3948383.0
2004-09-08,149865.0,20365090.0,3948383.0
2004-09-09,134953.0,20365090.0,3948383.0
2004-09-10,134953.0,20365090.0,3948383.0
2004-09-11,133093.0,20365090.0,3948383.0
2004-09-12,148382.0,20365090.0,3948383.0
2004-09-13,148382.0,20365090.0,3948383.0
2004-09-14,148382.0,20365090.0,3948383.0
2004-09-15,148382.0,20365090.0,3948383.0
2004-09-16,125024.0,20365090.0,3948383.0
2004-09-17,131334.0,20365090.0,3948383.0
2004-09-18,131334.0,20365090.0,3948383.0
2004-09-19,131334.0,20365090.0,3948383.0
2004-09-20,131334.0,20365090.0,3948383.0
2004-09-21,131334.0,20365090.0,3948383.0
2004-09-22,131334.0,20365090.0,3948383.0
2004-09-23,131911.0,20365090.0,3948383.0
2004-09-24,128292.0,20365090.0,3948383.0
2004-09-25,128292.0,20365090.0,3948383.0
2004-09-26,151444.0,20365090.0,3948383.0
2004-09-27,151444.0,20365090.0,3948383.0
2004-09-28,151444.0,20365090.0,3948383.0
2004-09-29,131789.0,20365090.0,3948383.0
2004-09-30,131789.0,20365090.0,3948383.0
2004-10-01,136250.0,20365090.0,3948383.0
2004-10-02,136250.0,20365090.0,3948383.0
2004-10-03,136250.0,20365090.0,3948383.0
2004-10-04,136250.0,20365090.0,3948383.0
2004-10-05,136250.0,20365090.0,3948383.0
2004-10-06,136250.0,20365090.0,3948383.0
2004-10-07,136250.0,20365090.0,3948383.0
2004-10-08,136250.0,20365090.0,3948383.0
2004-10-09,141924.0,20365090.0,3948383.0
2004-10-10,141924.0,20365090.0,3948383.0
2004-10-11,141924.0,20365090.0,3948383.0
2004-10-12,162245.0,20365090.0,3948383.0
2004-10-13,162245.0,20365090.0,3948383.0
2004-10-14,146211.0,20365090.0,3948383.0
2004-10-15,142392.0,20365090.0,3948383.0
2004-10-16,155675.0,20365090.0,3948383.0
2004-10-17,168581.0,20365090.0,3948383.0
2004-10-18,168581.0,20365090.0,3948383.0
2004-10-19,168581.0,20365090.0,3948383.0
2004-10-20,147212.0,20365090.0,3948383.0
2004-10-21,141401.0,20365090.0,3948383.0
2004-10-22,144139.0,20365090.0,3948383.0
2004-10-23,155853.0,20365090.0,3948383.0
2004-10-24,155853.0,20365090.0,3948383.0
2004-10-25,155853.0,20365090.0,3948383.0
2004-10-26,168799.0,20365090.0,3948383.0
2004-10-27,147037.0,20365090.0,3948383.0
2004-10-28,146585.0,20365090.0,3948383.0
2004-10-29,146585.0,20365090.0,3948383.0
2004-10-30,146585.0,20365090.0,3948383.0
2004-10-31,162296.0,20365090.0,3948383.0
2004-11-01,162296.0,20365090.0,3948383.0
2004-11-02,160646.0,20365090.0,3948383.0
2004-11-03,160646.0,20365090.0,3948383.0
2004-11-04,160646.0,20365090.0,3948383.0
2004-11-05,136483.0,20365090.0,3948383.0
2004-11-06,149833.0,20365090.0,3948383.0
2004-11-07,149833.0,20365090.0,3948383.0
2004-11-08,163458.0,20365090.0,3948383.0
2004-11-09,163316.0,20365090.0,3948383.0
2004-11-10,141124.0,20365090.0,3948383.0
2004-11-11,141124.0,20365090.0,3948383.0
2004-11-12,149037.0,20365090.0,3948383.0
2004-11-13,153067.0,20365090.0,3948383.0
2004-11-14,163226.0,20365090.0,3948383.0
2004-11-15,163226.0,20365090.0,3948383.0
2004-11-16,177005.0,20365090.0,3948383.0
2004-11-17,177005.0,20365090.0,3948383.0
2004-11-18,131747.0,20365090.0,3948383.0
2004-11-19,138185.0,20365090.0,3948383.0
2004-11-20,156669.0,20365090.0,3948383.0
2004-11-21,168194.0,20365090.0,3948383.0
2004-11-22,170210.0,20365090.0,3948383.0
2004-11-23,170210.0,20365090.0,3948383.0
2004-11-24,153956.0,20365090.0,3948383.0
2004-11-25,156735.0,20365090.0,3948383.0
2004-11-26,158581.0,20365090.0,3948383.0
2004-11-27,170932.0,20365090.0,3948383.0
2004-11-28,173244.0,20365090.0,3948383.0
2004-11-29,173244.0,20365090.0,3948383.0
2004-11-30,174106.0,20365090.0,3948383.0
2004-12-01,174106.0,20365090.0,3948383.0
2004-12-02,174106.0,20365090.0,3948383.0
2004-12-03,174106.0,20365090.0,3948383.0
2004-12-04,174106.0,20365090.0,3948383.0
2004-12-05,174106.0,20365090.0,3948383.0
2004-12-06,174106.0,20365090.0,3948383.0
2004-12-07,186890.0,20365090.0,3948383.0
2004-12-08,186890.0,20365090.0,3948383.0
2004-12-09,250039.0,20365090.0,3948383.0
2004-12-10,250039.0,20365090.0,3948383.0
2004-12-11,185298.0,20365090.0,3948383.0
2004-12-12,189895.0,20365090.0,3948383.0
2004-12-13,190863.0,20365090.0,3948383.0
2004-12-14,190863.0,20365090.0,3948383.0
2004-12-15,170439.0,20365090.0,3948383.0
2004-12-16,170441.0,20365090.0,3948383.0
2004-12-17,170441.0,20365090.0,3948383.0
2004-12-18,233440.0,20365090.0,3948383.0
2004-12-19,233440.0,20365090.0,3948383.0
2004-12-20,233440.0,20365090.0,3948383.0
2004-12-21,233440.0,20365090.0,3948383.0
2004-12-22,233440.0,20365090.0,3948383.0
2004-12-23,233440.0,20365090.0,3948383.0
2004-12-24,233440.0,20365090.0,3948383.0
2004-12-25,233440.0,20365090.0,3948383.0
2004-12-26,233440.0,20365090.0,3948383.0
2004-12-27,233440.0,20365090.0,3948383.0
2004-12-28,206819.0,20365090.0,3948383.0
2004-12-29,206819.0,20365090.0,3948383.0
2004-12-30,211281.0,20365090.0,3948383.0
2004-12-31,211281.0,20365090.0,3948383.0
2005-01-01,211281.0,20365090.0,3948383.0
2005-01-02,211281.0,20365090.0,3948383.0
2005-01-03,210281.0,20365090.0,3948383.0
2005-01-04,210281.0,20365090.0,3948383.0
2005-01-05,202167.0,20365090.0,3948383.0
2005-01-06,197976.0,20365090.0,3948383.0
2005-01-07,217961.0,20365090.0,3948383.0
2005-01-08,217961.0,20365090.0,3948383.0
2005-01-09,214447.0,20365090.0,3948383.0
2005-01-10,214447.0,20365090.0,3948383.0
2005-01-11,214074.0,20365090.0,3948383.0
2005-01-12,193412.0,20365090.0,3948383.0
2005-01-13,191781.0,20365090.0,3948383.0
2005-01-14,248914.0,20365090.0,3948383.0
2005-01-15,248914.0,20365090.0,3948383.0
2005-01-16,222560.0,20365090.0,3948383.0
2005-01-17,222560.0,20365090.0,3948383.0
2005-01-18,220599.0,20365090.0,3948383.0
2005-01-19,220599.0,20365090.0,3948383.0
2005-01-20,192517.0,20365090.0,3948383.0
2005-01-21,197435.0,20365090.0,3948383.0
2005-01-22,197435.0,20365090.0,3948383.0
2005-01-23,224201.0,20365090.0,3948383.0
2005-01-24,224201.0,20365090.0,3948383.0
2005-01-25,229960.0,20365090.0,3948383.0
2005-01-26,203994.0,20365090.0,3948383.0
2005-01-27,199743.0,20365090.0,3948383.0
2005-01-28,199743.0,20365090.0,3948383.0
2005-01-29,199743.0,20365090.0,3948383.0
2005-01-30,219963.0,20365090.0,3948383.0
2005-01-31,224366.0,20365090.0,3948383.0
2005-02-01,224366.0,20365090.0,3948383.0
2005-02-02,224366.0,20365090.0,3948383.0
2005-02-03,212024.0,20365090.0,3948383.0
2005-02-04,212024.0,20365090.0,3948383.0
2005-02-05,202175.0,20365090.0,3948383.0
2005-02-06,202175.0,20365090.0,3948383.0
2005-02-07,226727.0,20365090.0,3948383.0
2005-02-08,226727.0,20365090.0,3948383.0
2005-02-09,217593.0,20365090.0,3948383.0
2005-02-10,217593.0,20365090.0,3948383.0
2005-02-11,217593.0,20365090.0,3948383.0
2005-02-12,211004.0,20365090.0,3948383.0
2005-02-13,219295.0,20365090.0,3948383.0
2005-02-14,219295.0,20365090.0,3948383.0
2005-02-15,224461.0,20365090.0,3948383.0
2005-02-16,198640.0,20365090.0,3948383.0
2005-02-17,198640.0,20365090.0,3948383.0
2005-02-18,198640.0,20365090.0,3948383.0
2005-02-19,198640.0,20365090.0,3948383.0
2005-02-20,218863.0,20365090.0,3948383.0
2005-02-21,220064.0,20365090.0,3948383.0
2005-02-22,220064.0,20365090.0,3948383.0
2005-02-23,220064.0,20365090.0,3948383.0
2005-02-24,220064.0,20365090.0,3948383.0
2005-02-25,220064.0,20365090.0,3948383.0
2005-02-26,286399.0,20365090.0,3948383.0
2005-02-27,255760.0,20365090.0,3948383.0
2005-02-28,255760.0,20365090.0,3948383.0
2005-03-01,255760.0,20365090.0,3948383.0
2005-03-02,198377.0,20365090.0,3948383.0
2005-03-03,197815.0,20365090.0,3948383.0
2005-03-04,197815.0,20365090.0,3948383.0
2005-03-05,197815.0,20365090.0,3948383.0
2005-03-06,226817.0,20365090.0,3948383.0
2005-03-07,226817.0,20365090.0,3948383.0
2005-03-08,226817.0,20365090.0,3948383.0
2005-03-09,226817.0,20365090.0,3948383.0
2005-03-10,226817.0,20365090.0,3948383.0
2005-03-11,189076.0,20365090.0,3948383.0
2005-03-12,212748.0,20365090.0,3948383.0
2005-03-13,266813.0,20365090.0,3948383.0
2005-03-14,266813.0,20365090.0,3948383.0
2005-03-15,266813.0,20365090.0,3948383.0
2005-03-16,196581.0,20365090.0,3948383.0
2005-03-17,196210.0,20365090.0,3948383.0
2005-03-18,190620.0,20365090.0,3948383.0
2005-03-19,190620.0,20365090.0,3948383.0
2005-03-20,219281.0,20365090.0,3948383.0
2005-03-21,219656.0,20365090.0,3948383.0
2005-03-22,219656.0,20365090.0,3948383.0
2005-03-23,201520.0,20365090.0,3948383.0
2005-03-24,201520.0,20365090.0,3948383.0
2005-03-25,201520.0,20365090.0,3948383.0
2005-03-26,211704.0,20365090.0,3948383.0
2005-03-27,211704.0,20365090.0,3948383.0
2005-03-28,213215.0,20365090.0,3948383.0
2005-03-29,204302.0,20365090.0,3948383.0
2005-03-30,204302.0,20365090.0,3948383.0
2005-03-31,204302.0,20365090.0,3948383.0
2005-04-01,192661.0,20365090.0,3948383.0
2005-04-02,192661.0,20365090.0,3948383.0
2005-04-03,192661.0,20365090.0,3948383.0
2005-04-04,218694.0,20365090.0,3948383.0
2005-04-05,218694.0,20365090.0,3948383.0
2005-04-06,187306.0,20365090.0,3948383.0
2005-04-07,187306.0,20365090.0,3948383.0
2005-04-08,188049.0,20365090.0,3948383.0
2005-04-09,206345.0,20365090.0,3948383.0
2005-04-10,206345.0,20365090.0,3948383.0
2005-04-11,227788.0,20365090.0,3948383.0
2005-04-12,215733.0,20365090.0,3948383.0
2005-04-13,186456.0,20365090.0,3948383.0
2005-04-14,187584.0,20365090.0,3948383.0
2005-04-15,188488.0,20365090.0,3948383.0
2005-04-16,188488.0,20365090.0,3948383.0
2005-04-17,188488.0,20365090.0,3948383.0
2005-04-18,295430.0,20365090.0,3948383.0
2005-04-19,295430.0,20365090.0,3948383.0
2005-04-20,222759.0,20365090.0,3948383.0
2005-04-21,222759.0,20365090.0,3948383.0
2005-04-22,222759.0,20365090.0,3948383.0
2005-04-23,222759.0,20365090.0,3948383.0
2005-04-24,222802.0,20365090.0,3948383.0
2005-04-25,222802.0,20365090.0,3948383.0
2005-04-26,222802.0,20365090.0,3948383.0
2005-04-27,222802.0,20365090.0,3948383.0
2005-04-28,186937.0,20365090.0,3948383.0
2005-04-29,185086.0,20365090.0,3948383.0
2005-04-30,185086.0,20365090.0,3948383.0
2005-05-01,185086.0,20365090.0,3948383.0
2005-05-02,185086.0,20365090.0,3948383.0
2005-05-03,185086.0,20365090.0,3948383.0
2005-05-04,185086.0,20365090.0,3948383.0
2005-05-05,185086.0,20365090.0,3948383.0
2005-05-06,185086.0,20365090.0,3948383.0
2005-05-07,196205.0,20365090.0,3948383.0
2005-05-08,214758.0,20365090.0,3948383.0
2005-05-09,214758.0,20365090.0,3948383.0
2005-05-10,214758.0,20365090.0,3948383.0
2005-05-11,188930.0,20365090.0,3948383.0
2005-05-12,188930.0,20365090.0,3948383.0
2005-05-13,217446.0,20365090.0,3948383.0
2005-05-14,217446.0,20365090.0,3948383.0
2005-05-15,217446.0,20365090.0,3948383.0
2005-05-16,217446.0,20365090.0,3948383.0
2005-05-17,156238.0,20365090.0,3948383.0
2005-05-18,156238.0,20365090.0,3948383.0
2005-05-19,156238.0,20365090.0,3948383.0
2005-05-20,156238.0,20365090.0,3948383.0
2005-05-21,156238.0,20365090.0,3948383.0
2005-05-22,200092.0,20365090.0,3948383.0
2005-05-23,200092.0,20365090.0,3948383.0
2005-05-24,202654.0,20365090.0,3948383.0
2005-05-25,202654.0,20365090.0,3948383.0
2005-05-26,202654.0,20365090.0,3948383.0
2005-05-27,171144.0,20365090.0,3948383.0
2005-05-28,171144.0,20365090.0,3948383.0
2005-05-29,171144.0,20365090.0,3948383.0
2005-05-30,171144.0,20365090.0,3948383.0
2005-05-31,273434.0,20365090.0,3948383.0
2005-06-01,273434.0,20365090.0,3948383.0
2005-06-02,273434.0,20365090.0,3948383.0
2005-06-03,273434.0,20365090.0,3948383.0
2005-06-04,273434.0,20365090.0,3948383.0
2005-06-05,273434.0,20365090.0,3948383.0
2005-06-06,273434.0,20365090.0,3948383.0
2005-06-07,273434.0,20365090.0,3948383.0
2005-06-08,273434.0,20365090.0,3948383.0
2005-06-09,273434.0,20365090.0,3948383.0
2005-06-10,191654.0,20365090.0,3948383.0
2005-06-11,195655.0,20365090.0,3948383.0
2005-06-12,195655.0,20365090.0,3948383.0
2005-06-13,203744.0,20365090.0,3948383.0
2005-06-14,198836.0,20365090.0,3948383.0
2005-06-15,192723.0,20365090.0,3948383.0
2005-06-16,192723.0,20365090.0,3948383.0
2005-06-17,183069.0,20365090.0,3948383.0
2005-06-18,183069.0,20365090.0,3948383.0
2005-06-19,183069.0,20365090.0,3948383.0
2005-06-20,183069.0,20365090.0,3948383.0
2005-06-21,183069.0,20365090.0,3948383.0
2005-06-22,272348.0,20365090.0,3948383.0
2005-06-23,272348.0,20365090.0,3948383.0
2005-06-24,185696.0,20365090.0,3948383.0
2005-06-25,182618.0,20365090.0,3948383.0
2005-06-26,185180.0,20365090.0,3948383.0
2005-06-27,185180.0,20365090.0,3948383.0
2005-06-28,188233.0,20365090.0,3948383.0
2005-06-29,196770.0,20365090.0,3948383.0
2005-06-30,196770.0,20365090.0,3948383.0
2005-07-01,196770.0,20365090.0,3948383.0
2005-07-02,193392.0,20365090.0,3948383.0
2005-07-03,193392.0,20365090.0,3948383.0
2005-07-04,193392.0,20365090.0,3948383.0
2005-07-05,193392.0,20365090.0,3948383.0
2005-07-06,193392.0,20365090.0,3948383.0
2005-07-07,192440.0,20365090.0,3948383.0
2005-07-08,192440.0,20365090.0,3948383.0
2005-07-09,192440.0,20365090.0,3948383.0
2005-07-10,192440.0,20365090.0,3948383.0
2005-07-11,192440.0,20365090.0,3948383.0
2005-07-12,192440.0,20365090.0,3948383.0
2005-07-13,192440.0,20365090.0,3948383.0
2005-07-14,192440.0,20365090.0,3948383.0
2005-07-15,267453.0,20365090.0,3948383.0
2005-07-16,267453.0,20365090.0,3948383.0
2005-07-17,267453.0,20365090.0,3948383.0
2005-07-18,267453.0,20365090.0,3948383.0
2005-07-19,182520.0,20365090.0,3948383.0
2005-07-20,182520.0,20365090.0,3948383.0
2005-07-21,182520.0,20365090.0,3948383.0
2005-07-22,240568.0,20365090.0,3948383.0
2005-07-23,180435.0,20365090.0,3948383.0
2005-07-24,180435.0,20365090.0,3948383.0
2005-07-25,180435.0,20365090.0,3948383.0
2005-07-26,180435.0,20365090.0,3948383.0
2005-07-27,194196.0,20365090.0,3948383.0
2005-07-28,194196.0,20365090.0,3948383.0
2005-07-29,182881.0,20365090.0,3948383.0
2005-07-30,182881.0,20365090.0,3948383.0
2005-07-31,187472.0,20365090.0,3948383.0
2005-08-01,187472.0,20365090.0,3948383.0
2005-08-02,187472.0,20365090.0,3948383.0
2005-08-03,187472.0,20365090.0,3948383.0
2005-08-04,187472.0,20365090.0,3948383.0
2005-08-05,187472.0,20365090.0,3948383.0
2005-08-06,194319.0,20365090.0,3948383.0
2005-08-07,194319.0,20365090.0,3948383.0
2005-08-08,194319.0,20365090.0,3948383.0
2005-08-09,194319.0,20365090.0,3948383.0
2005-08-10,193287.0,20365090.0,3948383.0
2005-08-11,193287.0,20365090.0,3948383.0
2005-08-12,193287.0,20365090.0,3948383.0
2005-08-13,193287.0,20365090.0,3948383.0
2005-08-14,193287.0,20365090.0,3948383.0
2005-08-15,193287.0,20365090.0,3948383.0
2005-08-16,193287.0,20365090.0,3948383.0
